text	labels
He said protesters may stage demonstrations if they apply to the government for a permit and are approved .	O O O O O O O O O O O O O O O O O O O
He did not answer questions about whether foreigners could protest in the parks , or whether there would be restrictions on what people could protest about .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
The city of Athens , Greece , designated such protest areas when it hosted the Olympic Games in 2004 .	O O O B-org O B-geo O O O O O O O O O B-eve I-eve O B-tim O
The International Olympic Committee bars demonstrations at Olympic venues .	O B-org I-org I-org O O O B-eve O O
The international portion of the Olympic torch relay was marred in some cities earlier this year by protests against China 's rule in Tibet .	O O O O O B-eve O O O O O O O O O O O O O B-org O O O B-geo O
Childhood obesity affects children in most countries in the world according to the International Obesity Task Force .	O O O O O O O O O O O O O B-org I-org I-org I-org O
Now , a new study shows that one of the most effective ways of preventing obesity -- exercise -- is something children are not getting enough of .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
VOA 's Carol Pearson reports .	B-org O B-per I-per O O
The last Australian aid agency operating in Iraq says it is pulling out .	O O B-gpe O O O O B-geo O O O O O O
World Vision Australia chief Tim Costello says the situation in Iraq is too dangerous for its staff to remain .	B-org I-org I-org O B-per I-per O O O O B-geo O O O O O O O O O
He says the work the organization has been doing in Iraq will be handed over to local officials and any unspent funds will be returned to donors .	O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O
Mr. Costello says the agency made the decision to leave Iraq before the apparent murder of international aid worker Margaret Hassan .	B-per I-per O O O O O O O O B-geo O O O O O O O O B-per I-per O
World Vision Australia 's Iraqi head of operations , Mohammed Hushiar , was killed in late September in the northern city of Mosul .	O O O O B-org O O O O B-per I-per O O O O O B-tim O O O O O B-geo O
A published report says the Bush administration is pressing Iraqi leaders to end their political stalemate and form a new government .	O O O O O B-per O O O B-gpe O O O O O O O O O O O O
The New York Times newspaper says Secretary of State Condoleezza Rice telephoned Iraq 's President Jalal Talabani on Friday to urge that the government be formed as soon as possible .	O B-org I-org I-org O O B-per O B-per I-per I-per O B-org O B-per I-per I-per O B-tim O O O O O O O O O O O O
It says Ms. Rice and Vice President Dick Cheney conveyed the same message in a White House meeting with Adil Abdul Mahdi , a leading Shi'ite politician named as one of the new Iraqi vice presidents .	O O B-per I-per O B-per I-per I-per I-per O O O O O O B-org I-org O O B-per I-per I-per O O O B-org O O O O O O O B-gpe O O O
U.S. officials have said repeatedly that Iraqis must form their own government without American intervention .	B-geo O O O O O B-gpe O O O O O O B-gpe O O
But efforts to name a new cabinet in Baghdad have failed , although nearly three months have passed since the Iraqi elections .	O O O O O O O O B-geo O O O O O O O O O O O B-org O O
Many Iraqis blame the political turmoil for a recent upsurge in violence .	O B-gpe O O O O O O O O O O O
Israeli Prime Minister Ehud Olmert is scheduled to meet with Palestinian President Mahmoud Abbas Wednesday in Jerusalem .	B-gpe B-per I-per I-per I-per O O O O O B-gpe B-per I-per I-per B-tim O B-geo O
Palestinian negotiator Saeb Erekat said the talks will focus on permanent-status issues , Israeli checkpoints and the fate of Palestinian prisoners .	B-gpe O B-per I-per O O O O O O O O O B-gpe O O O O O B-gpe O O
The meeting , at Mr. Olmert 's official residence , will be the first between the two since Mr. Olmert announced that he will step down after his Kadima Party chooses a new leader in September .	O O O O B-per I-per O O O O O O O O B-tim O O O B-per I-per O O O O O O O O B-org I-org O O O O O B-tim O
The two leaders re-started peace talks in November with the goal of reaching a deal by this year 's end .	O O O O O O O B-tim O O O O O O O O O O B-tim I-tim O
Authorities in Afghanistan say nine Afghan soldiers and 10 Taleban rebels have been killed in two separate ambushes in the country 's restive south .	O O B-geo O O B-gpe O O O B-org O O O O O O O O O O O O O O O
A provincial government official says suspected Taleban rebels attacked the soldiers late Thursday when they were on patrol in the remote Chakul area of southern Helmand province .	O O O O O O B-org O O O O O B-tim O O O O O O O O B-geo O O O B-geo O O
Later , a person claiming to be a Taleban spokesman claimed responsibility for the attack .	B-tim O O O O O O O B-org O O O O O O O
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .	O B-org O O O B-org O O O O B-tim O O B-org O O O O B-geo O O O B-gpe O O O O O O O
Taleban activity has eased during the harshest Afghan winter in decades , but officials believe upcoming warmer weather will result in a renewed surge of violence .	B-org O O O O O O B-gpe O O O O O O O O O O O O O O O O O O O
Britain 's defense ministry has defended its decision to allow the sailors and marines freed by Iran last week to sell their stories - a reversal of usual policy .	B-geo O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O
On Sunday , the ministry said that huge public interest made the circumstances exceptional .	O B-tim O O O O O O O O O O O O O
Members of the opposition Conservative Party immediately challenged the decision .	O O O O B-org I-org O O O O O
Many families of British troops killed in Iraq and Afghanistan have also said they find the decision distasteful .	O O O B-gpe O O O B-geo O B-geo O O O O O O O O O
The two officers among the 15 service members detained in Iran for 13 days have said they have chosen not to profit from stories of their captivity , but others in the group have reportedly made lucrative deals with British media .	O O O O O O O O O O B-geo O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O O B-gpe O O
Several of the the former captives have said they were mistreated during their detention .	O O O O O O O O O O O O O O O
However , a video released Monday , by Iran shows the sailors and marines relaxing and socializing during their captivity .	O O O O O B-tim O O B-geo O O O O O O O O O O O O
The weather in the western U.S. state of California has helped firefighters gain greater control of a massive wildfire that is burning near the populous city of Santa Barbara .	O O O O O B-geo O O B-geo O O O O O O O O O O O O O O O O O O B-geo I-geo O
Fire officials said the winds were calmer overnight and a dense fog rolled in Saturday morning helping firefighters gain control of 30 percent of the blaze , compared to 10 percent on Friday .	O O O O O O O O O O O O O O B-tim I-tim O O O O O O O O O O O O O O O O B-tim O
Authorities said the fire has burned 35 square kilometers and has damaged 80 homes in the area known for its large mansions and scenic ocean views .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Before now , strong overnight winds and dry conditions had been making it difficult to keep the blaze from spreading .	O O O O O O O O O O O O O O O O O O O O O
The fire , which began on May 5 , has forced the evacuation of more than 30,000 .	O O O O O O B-tim I-tim O O O O O O O O O O
More than 4,200 personnel are battling the wildfire .	O O O O O O O O O
A top aide to Iraqi Prime Minister Nouri al-Maliki says the government has launched an inquiry into the conduct of the execution of Saddam Hussein and how it was secretly filmed and distributed .	O O O O B-gpe B-per O B-per I-per O O O O O O O O O O O O O O B-geo I-geo O O O O O O O O O
The official execution tape , which had no sound , showed the former dictator being led to the gallows but not his actual hanging .	O O O O O O O O O O O O O O O O O O O O O O O O O
However , video captured on a mobile phone camera showed footage and sound of Saddam being taunted and then dropping to his death .	O O O O O O O O O O O O O O B-geo O O O O O O O O O
"In the mobile phone footage , one person can be heard shouting "" Moqtada , "" the name of a radical Shi'ite cleric and opponent of Saddam ."	O O O O O O O O O O O O O B-geo O O O O O O O O O O O O B-geo O
The unauthorized video has caused anger among many Saddam supporters , who say it shows that the execution was a sectarian act against the deposed Sunni Arab leader .	O O O O O O O O B-geo O O O O O O O O O O O O O O O O B-geo I-geo O O
Tuesday , Sunni Arab mourners in Saddam 's hometown Tikrit and other cities marched to pay their respects to the former dictator .	B-tim O B-geo I-geo O O B-geo O O O O O O O O O O O O O O O O
Local officials in Afghanistan 's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed .	O O O B-geo O O B-geo I-geo O O B-gpe O O O O O B-tim O O O O O O O
The three had been reported abducted from a house in the Kamdesh district of Nuristan Province .	O O O O O O O O O O O B-tim O O B-geo I-geo O
At least two of the three Afghans were election workers .	O O O O O O B-gpe O O O O
No further details were immediately available .	O O O O O O O
More than three years after a U.S.-led coalition ousted the Taleban regime , loyalists are waging an escalating guerrilla campaign ahead of Afghanistan 's September parliamentary vote .	B-tim I-tim I-tim O O O B-tim I-tim O O B-org O O O O O O O O O O O B-org O B-tim I-tim I-tim O
In recent days in Kandahar Province , a judge and a district administrator were killed in attacks believed to have been carried out by insurgents .	O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O
More than 700 people have been killed in the violence this year .	O O O O O O O O O O O O O
World famous Russian cellist and conductor , Mstislav Rostropovich , who appeared frail at his 80th birthday celebration last month , has been hospitalized in Moscow for the second time this year .	O O B-gpe O O O O B-per I-per O O O O O O B-tim I-tim I-tim O O O O O O O B-geo O O B-tim I-tim O O O
A spokesman for the cellist said Thursday he is undergoing routine treatment .	O O O O O O B-tim O O O O O O
Following his earlier hospitalization in February , Russian news media reported that he was being treated for cancer .	O O O O O B-tim O B-gpe O O O O O O O O O O O
At the time , Russian President Vladimir Putin visited the hospital to confer a medal honoring Rostropovich for his extraordinary achievements in music .	O O O O B-gpe B-per I-per I-per O O O O O O O O B-per O O O O O O O
Rostropovich and his wife , soprano Galina Vishnevskaya , left the Soviet Union in 1974 in response to political persecution .	B-per O O O O O B-per I-per O O O B-geo I-geo O B-tim O O O O O O
They returned to Russia after the fall of the Soviet Union and are running a charitable organization aiding orphaned children .	O O O B-geo O O O O O B-geo I-geo O O O O O O O O O O
The U.S. Internet giant Google is planning to install solar panels at its headquarters in the western state of California to run some of its operations with energy from the sun .	O B-org O O B-org O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O
The leading Internet search engine says it will install enough solar grids at its complex in Mountain View , California to generate 1.6 megawatts of electricity .	O O B-art O O O O O O O O O O O O O B-geo I-geo O B-geo O O O O O O O
That 's enough energy to light up about 1,000 California homes .	O O O O O O O O O B-geo O O
The company hopes the sun will produce 30 percent of the power needed to run its 93,000 square meter complex .	O O O O O O O O O O O O O O O O O O O O O
Google says it wants to set an example that renewable energy can be profitable .	B-org O O O O O O O O O O O O O O
The Israeli parliament has rejected a bill calling for a national referendum on Prime Minister Ariel Sharon 's plan to evacuate settlers and troops from the Gaza Strip and four small West Bank enclaves later this year .	O B-gpe O O O O O O O O O O O B-per I-per I-per I-per O O O O O O O O O B-geo I-geo O O O B-org I-org I-org O O O O
Monday 's vote of 72-39 all but ends attempts by withdrawal opponents to derail the Gaza pullout .	B-tim O O O O O O O O O O O O O O B-geo O O
Under the withdrawal plan , all 21 Jewish settlements in Gaza are to be evacuated , along with four of 120 settlements in the occupied West Bank .	O O O O O O O O O O B-geo O O O O O O O O O O O O O O B-geo I-geo O
A referendum would have delayed the withdrawal for months from its July starting date .	O O O O O O O O O O O B-tim I-tim I-tim O
Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .	O O B-gpe O O O B-org I-org B-gpe O O B-geo B-tim O O O O O O B-geo I-geo O
The Israeli army alleges the suspects were making crude rockets and mortars for future attacks .	O B-gpe O O O O O O O O O O O O O O
Popular American tennis star Andre Agassi has been knocked out of the quarterfinals at the Delray Beach International in Florida .	O B-gpe O O B-per I-per O O O O O O O O O B-eve I-eve I-eve O B-geo O
The top seed and former world number one lost in straight sets Friday to Spain 's Guillermo Garcia-Lopez , 06-Apr , 06-Feb .	O O O O O O O O O O O O B-tim O B-gpe O B-per I-per O O O O O
The Spaniard next takes on defending champion Xavier Malisse of Belgium in the semifinals .	O B-gpe O O O O O B-per I-per O B-gpe O O O O
The third-seeded Malisse rallied after dropping the first set to eliminate sixth-seeded Florian Mayer of Germany 06-Jul , 06-Feb , 06-Mar .	O O B-per O O O O O O O O O B-per I-per O B-gpe O O O O O O
Meanwhile , fourth-seeded Tommy Haas of Germany beat Luxembourg 's Gilles Muller in straight sets ( 06-Mar , 06-Feb ) .	O O O B-per I-per O B-gpe O B-gpe O B-per I-per O O O O O O O O O
Haas next plays eighth-seeded American Vince Spadea , a straight-sets winner over Lee Hyung-taik of South Korea ( 06-Mar , 06-Mar ) .	B-per O O O B-gpe B-per I-per O O O O O B-per I-per O B-geo I-geo O O O O O O
United Nations investigators have begun questioning top Syrian officials about the assassination of former Lebanese Prime Minister Rafik Hariri .	B-org I-org O O O O O B-gpe O O O O O O B-gpe B-per O B-per I-per O
Diplomatic sources say five Syrian officials are being questioned at U.N. offices in Vienna .	O O O O B-gpe O O O O O B-org O O B-geo O
The interviews are expected to continue until Wednesday .	O O O O O O O B-tim O
The sources say the suspects arrived in the Austrian capital late Sunday .	O O O O O O O O B-gpe O O B-tim O
Damascus recently agreed to allow its officials to be questioned outside Syria .	B-org O O O O O O O O O O B-geo O
Syria denies any involvement in the February 14 bombing in Beirut that killed Mr. Hariri and 20 other people .	B-org O O O O O B-tim I-tim O O B-geo O O B-per I-per O O O O O
However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .	O O O O O O B-org O O B-tim O O B-gpe O B-gpe O O
The U.N. Security Council has warned Syria to cooperate fully with the probe or face consequences .	O B-org I-org I-org O O B-org O O O O O O O O O O
Earlier this year , Syria was forced to withdraw its troops from Lebanon under intense domestic and international pressure .	O O O O B-org O O O O O O O B-geo O O O O O O O
Aides to U.S. Senator - and former first lady - Hillary Rodham Clinton have confirmed that the New~York senator has invited supporters from the state of Iowa to her Washington , D.C. home for a private political fundraising event .	O O B-org B-per B-org O O O O O B-per I-per I-per O O O O O O O O O O O O O B-geo O O B-geo O B-geo O O O O O O O O
Senator Clinton is facing re-election in New York in 2006 , but the invitation of Iowa supporters raises speculation that a 2008 bid for the U.S. presidency is likely .	B-per I-per O O O O B-geo I-geo O B-tim O O O O O B-geo O O O O O B-tim O O O B-geo O O O O
Iowa is traditionally the first state to hold political caucuses in which candidates from the same party compete against each other for their party 's presidential nomination .	B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O
Mrs. Clinton 's former national finance director from her 2000 Senate campaign is currently on trial in Los Angeles federal court on charges he lied to regulators about the cost of a lavish Hollywood fundraiser .	B-per I-per O O O O O O O B-tim B-org O O O O O O B-geo I-geo O O O O O O O O O O O O O O B-geo O O
Neither Mrs. Clinton nor her husband , the former president , are accused of any wrongdoing .	O B-per I-per O O O O O O O O O O O O O O
Burmese pro-democracy leader Aung San Suu Kyi met Saturday with a top United Nations official .	B-gpe O O B-per I-per I-per I-per O B-tim O O O B-org I-org O O
Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .	B-per I-per I-per I-per O O O B-tim O O O O O B-geo O O O O O O B-per I-per O O O O O B-per B-org B-per I-per O
The 65-year-old Nobel peace prize laureate has been vocal about pursuing democratic reforms since her release November 13 from more than seven years of house arrest .	O O B-art O O O O O O O O O O O O B-tim I-tim I-tim I-tim I-tim I-tim I-tim O O O O O
But she has also been careful not to verbally challenge Burma 's ruling generals .	O O O O O O O O O O B-geo O O O O
Nambiar also met Saturday with Burma 's foreign minister .	B-per O O B-tim O B-org O O O O
He also planned to meet with diplomats and recently-elected lawmakers .	O O O O O O O O O O O
Pakistani officials say security forces have arrested at least three al-Qaida suspects after a gunfight near the Afghan border .	B-gpe O O O O O O O O O B-org O O O O O O B-gpe O O
They say police opened fire Monday on a car carrying the suspects outside the northwestern city of Peshawar and forced it to stop .	O O O O O B-tim O O O O O O O O O O O B-geo O O O O O O
Reports say one of the suspects escaped while the others were arrested .	O O O O O O O O O O O O O
This comes less than a week after Pakistani officials said a senior al-Qaida explosives expert was killed in a raid on a suspected insurgent hideout in the tribal region of North Waziristan bordering Afghanistan .	O O O O O O O B-org O O O O B-org O O O O O O O O O O O O O O O O O B-geo I-geo O B-geo O
Egyptian-born Muhsin Musa Matwali Atwah was wanted in connection with the 1998 bombings of the U.S. embassies in Kenya and Tanzania .	O B-per I-per I-per I-per O O O O O O B-tim O O O B-org O O B-geo O B-geo O
The United States offered a $ 5 million reward for his capture .	O B-geo I-geo O O O O O O O O O O
Six other Islamic militants were killed in the raid .	O O O O O O O O O O
Rebels in eastern Sudan say government war planes have been bombing a rebel area near the border with Eritrea , wounding several people .	O O B-geo I-geo O O O O O O O O O O O O O O B-geo O O O O O
A spokesman with rebels known as the Eastern Front said Friday , the bombing began Thursday in the Barka Valley region near the town of Tokar , 120 kilometers south Port Sudan on the Red Sea .	O O O O O O O B-org I-org O B-tim O O O O B-tim O O B-geo I-geo O O O O O B-geo O O O O B-per B-gpe O O B-geo I-geo O
The French news agency quotes a rebel spokesman as saying many civilians have been injured by the bombs , and much livestock has been killed .	O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O
He says the bombings continue Friday .	O O O O O B-tim O
There has been no independent verification of the air strikes .	O O O O O O O O O O O
Fighting broke out between the rebels and government troops near Tokar early this week .	O O O O O O O O O O B-geo O O O O
Two Sudanese rebel factions joined forces in February to form the Eastern Front .	O B-gpe O O O O O B-tim O O O B-org I-org O
Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake .	O B-per I-per O O O B-gpe O O B-geo O O O B-gpe O O O O O O O O O O
The pontiff Tuesday visited several sites in L'Aquilla , a medieval walled city of 70,000 residents .	O O B-tim O O O O B-geo O O O O O O O O O
His stops included the site of a partially-collapsed college dormitory , and the ruins of the 13th century Santa Maria di Collemaggio basilica .	O O O O O O O O O O O O O O O O B-tim I-tim B-geo I-geo I-geo I-geo I-geo O
"Speaking to survivors , he called for "" an examination of conscience "" by builders and inspectors accused of shoddy construction practices linked to the collapse of numerous buildings ."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Benedict earlier visited the village of Onna , where 40 of 300 residents perished .	B-per O O O O O B-geo O O O O O O O O
The 6.4 magnitude quake on April 6 reduced large sections of the Abruzzo region to rubble .	O O O O O B-tim I-tim O O O O O B-geo O O O O
The Italian government has earmarked more than $ 10 billion for reconstruction in the region .	O B-gpe O O O O O O O O O O O O O O
Experts say it will take about $ 16 billion to rebuild the area .	O O O O O O O O O O O O O O
"The top U.S. military commander in Afghanistan says Taleban insurgents could stage a high-profile attack over the next six to nine months , despite what he called their more limited "" terrorist capabilities . """	O O B-org O O O B-geo O B-org O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O
"Lieutenant General David Barno told reporters Saturday the Taleban fighters are becoming more desperate to "" change the course of events in Afghanistan . """	B-per I-per I-per I-per O O B-tim O B-org O O O O O O O O O O O O O B-geo O O
General Barno said he expects a small hard-core remnant of the Taleban to continue fighting even as the group 's military strength fades away .	B-per I-per O O O O O O O O O B-org O O O O O O O O O O O O O
Afghanistan is scheduled to hold parliamentary elections on September 18 , a little less than one year after the country 's first direct and democratic presidential elections .	B-gpe O O O O O O O B-tim I-tim O O O O O B-tim O O O O O O O O O O O O
Three world leaders who had key roles in the reunification of Germany gathered Saturday to share their memories of the collapse of the Berlin Wall .	O O O O O O O O O O O B-geo O B-tim O O O O O O O O O B-org I-org O
Germany 's ex-chancellor Helmut Kohl , former U.S. president George Herbert Walker Bush , and former Soviet leader Mikhail Gorbachev were honored at a gathering in Berlin for their efforts in reunifying Germany .	B-geo O O B-per I-per O O B-geo O B-per I-per I-per I-per O O O O O B-per I-per O O O O O O B-geo O O O O O B-geo O
Former Chancellor Kohl now speaks with difficulty after a stroke and is confined to a wheelchair .	O B-per I-per O O O O O O O O O O O O O O
He said that although Germany 's history was not always proud , Germans should be proud of their country 's reunification .	O O O O B-geo O O O O O O O B-gpe O O O O O O O O O
At the close of World War II , Germany was divided into two separate countries governed under separate ideologies of democracy and communism .	O O O O O O B-eve O B-geo O O O O O O O O O O O O O O O
The wall was built starting in 1961 and came to symbolize the divide between the so-called Iron Curtain and the democratic West .	O O O O O O B-tim O O O O O O O O O B-org I-org O O B-geo I-geo O
The wall was breached on November 9 , 1989 as a worldwide audience watched on live television .	O O O O O B-tim I-tim I-tim I-tim O O O O O O O O O
Thousands of Icelanders marked the 90th anniversary of sovereignty from Denmark Monday by demanding the government resign over the country 's economic crisis .	O O B-gpe O O O O O O O B-org B-tim O O O O O O O O O O O O
Hundreds of marchers tried to storm central bank headquarters in Reykjavik .	O O O O O O O O O O B-geo O
They left after a tense hour-long standoff with riot police .	O O O O O O O O O O O
The global financial crisis has left Iceland 's economy in shambles .	O O O O O O B-org O O O O O
Three major banks have collapsed , unemployment has soared , and the value of the krona has plunged .	O O O O O O O O O O O O O O O O O O O
Prime Minister Geir Haarde has refused to resign or call for early elections .	O O B-per I-per O O O O O O O O O O
He blames Iceland 's economic calamity on commercial bankers .	O O B-org O O O O O O O
The government was forced to ask the International Monetary Fund and several countries for a multi-billion-dollar loan .	O O O O O O O B-org I-org I-org O O O O O O O O
Global health experts said cancer will become the leading cause of death in the world by 2010 , overtaking heart disease .	O O O O O O O O O O O O O O O O B-tim O O O O O
A World Health Organization report issued Tuesday said one factor behind cancer 's growing deadliness is rising cigarette smoking in developing countries .	O O O O O O B-tim O O O O O O O O O O O O O O O O
40 percent of the world 's smokers are thought to live in China and India alone .	O O O O O O O O O O O O B-geo O B-geo O O
The WHO report said an estimated 12 million people will be diagnosed with some form of cancer this year .	O B-org O O O O O O O O O O O O O O O O O O
It predicts that 7.6 million of them will die .	O O O O O O O O O O
Health experts predicted the number of people who die from cancer will soon be greater than deaths from AIDS , tuberculosis and malaria combined .	O O O O O O O O O O O O O O O O O O B-nat O O O O O O
The WHO said the number of new cancer patients may rise to 27 million a year by 2030 , with 17 million people dying from the disease .	O B-org O O O O O O O O O O O O O O O B-tim O O O O O O O O O O
A civil liberties group says it has obtained documents that allegedly show U.S. military forces tried to suppress reports about the abuse of Iraqi prisoners .	O O O O O O O O O O O O B-org O O O O O O O O O O B-org O O
The documents - released by the American Civil Liberties Union on Tuesday - say staff members of the Pentagon 's Defense Intelligence Agency ( DIA ) witnessed several incidents of abuse , including prisoners being assaulted , deprived of sleep and humiliated .	O O O O O O B-org I-org I-org I-org O B-tim I-tim O O O O O B-org I-org I-org I-org I-org O B-org O O O O O O O O O O O O O O O O O O
"The documents also included complaints that DIA personnel had their e-mails monitored by special forces , and were ordered "" not to talk to anyone in the U.S. "" about what they witnessed ."	O O O O O O B-org O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O
The ACLU obtained the documents after a federal court ordered the Pentagon to comply with a year-old request under the U.S. Freedom of Information Act .	O B-org O O O O O O O O O B-org O O O O O O O O B-org I-org I-org I-org I-org O
Georgian Prime Minister Zurab Zhvania says he supports democracy in Ukraine and hopes the upcoming Ukrainian presidential election will be free and fair .	B-gpe B-per I-per I-per I-per O O O O O B-geo O O O O B-gpe O O O O O O O O
Mr. Zhvania , who is currently visiting the United States , made the comment Wednesday in an interview with the Voice of America .	B-per I-per O O O O O O B-geo I-geo O O O O B-tim O O O O O B-org I-org I-org O
He also expressed satisfaction with his U.S. visit , which began Sunday , and says the United States has a great deal of interest in Georgia .	O O O O O O B-org O O O O B-tim O O O O B-geo I-geo O O O O O O O B-org O
Mr. Zhvania has met with a number of high-level U.S. officials , including National Security Advisor Condoleezza Rice .	B-per I-per O O O O O O O B-gpe O O O B-per I-per I-per I-per I-per O
He quoted Ms. Rice as saying that Washington recognizes Georgia 's territorial integrity in regards to Abkhazia , a pro-Russian enclave in Georgia that has run its own affairs since the early 1990s .	O O B-per I-per O O O B-org O B-org O O O O O O B-geo O O O O O B-geo O O O O O O O O O B-tim O
Mr. Zhvania concludes his visit Thursday .	B-per I-per O O O B-tim O
South Korean police detained a group of anti-Japanese protesters in Seoul Friday after stopping their attempt to hold a mock funeral for Japanese Prime Minister Junichiro Koizumi .	O B-gpe O O O O O O O O B-geo B-tim O O O O O O O O O O B-gpe B-per O B-per I-per O
Hundreds of riot police surrounded about 30 demonstrators who carried an empty coffin and Mr. Koizumi 's picture to a park near the Japanese embassy for the funeral .	O O O O O O O O O O O O O O B-per I-per O O O O O O O B-gpe O O O O O
Earlier , the same group burned a coffin and an effigy of Japanese Ambassador Toshiyuki Takano in front of his residence .	O O O O O O O O O O O O B-gpe O B-per I-per O O O O O O
They also fired flaming arrows , which failed to reach the house .	O O O O O O O O O O O O O
Anti-Japanese sentiment runs high in South Korea over territorial claims both countries make to a group of small islands controlled by South Korea , and over Tokyo 's approval of history books that critics say downplay Japan 's wartime atrocities .	O O O O O B-geo I-geo O O O O O O O O O O O O O O B-geo I-geo O O O B-geo O O O O O O O O O B-org O O O O
Venezuela 's defense minister says his country is considering building unmanned planes and may look to allied countries - such as Iran - for help .	B-gpe O O O O O O O O O O O O O O O O O O O O B-geo O O O O
Defense Minister General Raul Baduel said Monday in Caracas that Venezuela has made progress in the development of pilotless planes .	O O O B-per I-per O B-tim O B-gpe O B-gpe O O O O O O O O O O
He also said that Venezuela will look to other countries for help in maintaining its aging U.S.-made F-5 fighter jets .	O O O O B-gpe O O O O O O O O O O O O O O O O
Venezuela has had trouble maintaining the planes since the United States began blocking arms sales to the South American country .	B-gpe O O O O O O O O B-gpe I-gpe O O O O O O B-org I-org O O
Iran 's foreign minister says nuclear talks remain stalled between his government and European negotiators .	B-geo O O O O O O O O O O O O O O O
Speaking to reporters Wednesday in Tehran , Kamal Kharrazi said Iran has always sought a short-term suspension of its uranium enrichment activities , but Britain , France and Germany are pressing for a permanent one .	O O O B-tim O B-geo O B-org I-org O B-org O O O O O O O O O O O O O B-gpe O B-gpe O B-gpe O O O O O O O
Iran has suspended its enrichment activities as a good faith gesture during negotiations , but said it will decide in three months whether to continue the suspension .	B-gpe O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O
Highly enriched uranium can be used to make fuel for nuclear weapons .	O O O O O O O O O O O O O
The head of Iran 's Atomic Energy Organization , Gholamreza Aghazadeh , called on the Europeans to speed up the talks .	O O O B-org O B-org I-org I-org O B-per I-per O O O O B-gpe O O O O O O
In remarks today , he expressed hope the negotiations would protect Iran 's scientific achievements , which he says the Islamic Republic will never give up .	O O B-tim O O O O O O O O B-org O O O O O O O O B-geo I-geo O O O O O
President Bush has declared a state of emergency for the Gulf Coast state of Louisiana , as it braces for the expected onslaught of Hurricane Katrina , set to make landfall on Monday .	B-per I-per O O O O O O O O B-geo I-geo O O B-geo O O O O O O O O O B-nat I-nat O O O O O O B-tim O
Saturday 's emergency declaration authorizes federal officials to coordinate all disaster relief efforts and provide appropriate assistance in several Louisiana parishes .	B-tim O O O O O O O O O O O O O O O O O O B-geo O O
Hours earlier , Louisiana and neighboring Mississippi declared their own states of emergency in preparation for the storm , and evacuations of low-lying areas began .	O O O B-geo O O B-org O O O O O O O O O O O O O O O O O O O
Oil rigs in the Gulf of Mexico were evacuated as well , as the 11th named storm of this year 's Atlantic hurricane season churned over the Gulf 's warm waters .	O O O O B-geo I-geo I-geo O O O O O O O B-tim O O O O O O B-geo O O O O O B-geo O O O O
At last report , Katrina had 185 kilometer-per-hour winds as it moved slowly toward the west-northwest .	O O O O B-nat O O O O O O O O O O O O
Hurricane Katrina slammed into southeast Florida Thursday , leaving at least seven people dead .	B-nat I-nat O O O B-geo B-tim O O O O O O O O
Israel 's security cabinet has approved a plan to release 900 Palestinian prisoners and withdraw troops from the Palestinian town of Jericho .	B-geo O O O O O O O O O O B-gpe O O O O O O B-gpe O O B-geo O
The plan calls for Israel to free 500 Palestinians after next week 's Israeli-Palestinian summit , and 400 others over the next three months .	O O O O B-geo O O O B-gpe O O O O O O O O O O O O O B-tim O O
About 8,000 Palestinians are in Israeli custody .	O O B-gpe O O B-gpe O O
Both sides say they hope to reach agreement at the Cairo summit on a formal truce ending more than four years of violence .	O O O O O O O O O O B-geo O O O O O O O O O O O O O
Meanwhile , Palestinian gunmen interrupted a two-week old de~facto truce Thursday with an attack on an Israeli military vehicle that wounded an Israeli soldier in the occupied Gaza Strip .	O O B-gpe O O O O O O O B-tim O O O O O B-gpe O O O O O B-gpe O O O O B-geo I-geo O
Witnesses said Israeli soldiers returned fire and killed one Palestinian gunman .	O O B-gpe O O O O O O B-gpe O O
The attack came despite renewed efforts by the Palestinian Authority to stop militants from attacking Israeli targets .	O O O O O O O O B-gpe O O O O O O B-gpe O O
It was not immediately clear what , if any , effect it would have on summit plans .	O O O O O O O O O O O O O O O O O O
